U321,B188,2
U414,B188,2
U217,B188,1
U714,B188,4
U64,B188,4
U726,B188,4
U480,B188,5
U759,B188,4
U648,B188,5
U219,B189,3
U215,B189,3
U484,B189,5
U338,B190,5
U412,B190,3
U463,B190,3
U614,B190,5
U166,B190,4
U357,B190,2
U718,B190,4
U314,B190,5
U644,B190,4
U393,B190,3
U760,B190,5
U761,B190,2
U169,B190,4
U489,B190,3
U435,B190,4
U760,B190,4
U311,B190,4
U180,B190,4
U219,B190,4
U762,B190,3
U763,B190,5
U751,B190,3
U593,B190,4
U764,B190,3
U586,B190,5
U665,B190,4
U421,B190,2
U477,B190,3
U765,B190,2
U375,B190,4
U484,B190,4
U479,B190,4
U477,B190,3
U461,B190,5
U508,B191,3
U291,B191,1
U412,B191,4
U207,B191,3
U766,B191,4
U320,B191,2
U643,B191,2
U767,B191,4
U587,B191,4
U768,B191,2
U64,B191,5
U589,B191,4
U586,B191,1
U622,B191,3
U665,B191,4
U477,B191,3
U285,B191,3
U512,B191,5
U375,B191,2
U477,B191,3
U384,B191,3
U769,B191,5
U375,B191,2
U770,B191,4
U725,B191,3
U196,B192,3
U427,B193,4
U312,B193,4
U749,B193,3
U312,B193,4
U312,B193,4
U754,B193,4
U412,B194,4
U771,B194,4
U259,B194,4
U772,B194,4
U591,B194,4
U209,B194,4
U424,B194,5
U259,B194,4
U773,B194,4
U553,B194,4
U523,B194,3
U517,B194,5
U774,B194,5
U775,B194,4
U641,B194,4
U751,B194,4
U215,B194,3
U660,B194,4
U776,B194,3
U185,B194,5
U570,B194,4
U777,B194,2
U778,B194,5
U500,B194,3
U779,B194,4
U462,B194,5
U166,B195,2
U575,B196,3
U414,B196,5
U292,B196,3
U780,B196,4
U521,B196,4
U689,B196,1
U418,B196,4
U692,B196,5
U481,B196,4
U781,B196,4
U781,B196,4
U285,B196,1
U664,B196,3
U414,B196,2
U782,B196,4
U259,B197,5
U780,B197,4
U259,B197,5
U633,B197,4
U780,B197,2
U749,B197,4
U564,B197,5
U689,B198,1
U553,B198,3
U783,B198,4
U783,B198,5
U282,B198,4
U784,B198,5
U779,B198,2
U785,B199,3
U591,B199,4
U524,B199,3
U345,B200,4
U554,B200,4
U315,B200,3
U786,B200,4
U732,B200,5
U443,B200,4
U554,B200,5
U787,B201,5
U764,B202,4
U720,B202,1
U357,B203,4
U788,B203,3
U454,B203,1
U424,B204,2
U307,B204,1
U259,B204,4
U775,B204,4
U582,B204,1
U789,B204,1
U259,B204,4
U315,B204,3
U259,B205,3
U424,B205,1
U790,B205,1
U791,B205,4
U486,B205,3
U500,B205,3
U285,B205,3
U537,B205,2
U424,B206,3
U773,B206,4
U259,B206,4
U443,B206,5
U792,B206,5
U774,B206,4
U751,B206,4
U764,B206,4
U660,B206,5
U793,B206,5
U783,B206,3
U664,B206,4
U682,B206,3
U783,B206,3
U263,B206,4
U794,B206,3
U795,B206,3
U285,B206,4
U615,B207,5
U435,B207,4
U565,B207,3
U655,B207,2
U725,B207,3
U332,B207,3
U546,B207,5
U607,B208,1
U796,B208,2
U797,B208,5
U798,B208,3
U615,B209,4
U799,B209,3
U800,B209,4
U161,B209,3
U436,B209,4
U801,B209,4
U744,B209,4
U609,B209,3
U589,B209,4
U671,B210,4
U338,B210,4
U208,B211,4
U772,B211,1
U305,B211,4
U589,B211,4
U802,B211,5
U321,B212,3
U803,B214,4
U424,B215,5
U166,B215,3
U259,B215,3
U804,B215,3
U805,B215,4
U806,B215,4
U443,B215,3
U486,B215,4
U486,B215,4
U806,B215,3
U807,B216,4
U655,B216,2
U808,B217,4
U443,B217,3
U809,B217,5
U810,B217,1
U683,B218,4
U521,B218,2
U621,B218,3
U196,B218,2
U247,B218,3
U811,B218,2
U427,B218,3
U579,B218,3
U565,B218,4
U326,B218,3
U812,B218,2
U742,B218,4
U813,B218,5
U795,B218,4
U814,B218,3
U803,B218,5
U461,B218,1
U332,B218,3
U798,B218,4
U815,B219,5
U816,B219,5
U490,B219,4
U817,B219,3
U675,B219,4
U443,B219,4
U818,B219,5
U655,B219,2
U791,B219,4
U282,B219,4
U819,B219,4
U798,B219,4
U820,B219,5
U615,B220,1
U766,B221,4
U766,B221,4
U204,B221,4
U675,B221,4
U744,B221,4
U655,B221,3
U332,B221,4
U802,B221,5
U615,B222,4
U161,B222,2
U443,B222,2
U219,B222,3
U821,B222,1
U822,B223,4
U791,B223,4
U282,B224,4
U503,B224,3
U811,B225,1
U196,B225,2
U484,B225,5
U474,B225,3
U524,B225,4
U800,B225,2
U822,B225,3
U416,B225,2
U744,B225,4
U823,B226,4
U589,B226,3
U824,B228,4
U321,B228,1
U633,B228,2
U389,B228,2
U177,B228,1
U604,B228,2
U800,B228,3
U825,B228,3
U354,B229,5
U823,B229,4
U156,B229,4
U678,B229,5
U785,B229,5
U305,B229,4
U517,B229,4
U766,B229,4
U493,B229,1
U410,B229,2
U615,B229,5
U167,B229,4
U786,B229,5
U356,B229,5
U800,B229,2
U192,B229,4
U810,B229,5
U443,B229,5
U524,B229,4
U770,B229,5
U826,B230,1
U604,B230,1
U764,B230,1
U794,B230,2
U209,B231,2
U305,B231,3
U827,B231,3
U790,B231,1
U345,B231,3
U219,B231,3
U786,B231,3
U589,B231,4
U825,B231,4
U828,B231,4
U791,B231,3
U791,B231,3
U829,B231,3
U752,B231,5
U782,B231,1
U824,B231,4
U198,B232,4
U830,B232,3
U683,B232,2
U738,B232,1
U163,B232,3
U493,B232,3
U831,B232,4
U787,B232,5
U751,B232,4
U427,B232,3
U544,B232,5
U755,B232,4
U744,B232,4
U293,B233,5
U199,B233,5
U198,B233,4
U680,B233,5
U251,B233,5
U295,B233,5
U772,B233,5
U577,B233,5
U544,B233,4
U210,B233,4
U324,B233,5
U832,B233,5
U166,B233,4
U158,B233,4
U210,B233,4
U508,B233,4
U205,B233,4
U833,B233,4
U509,B233,3
U163,B233,2
U614,B233,4
U268,B233,4
U339,B233,5
U268,B233,2
U656,B233,5
U804,B233,4
U834,B233,4
U835,B233,3
U165,B233,4
U836,B233,5
U837,B233,5
U838,B233,3
U161,B233,3
U213,B233,4
U161,B233,4
U839,B233,5
U447,B233,4
U393,B233,4
U525,B233,5
U839,B233,5
U698,B233,5
U455,B233,4
U691,B233,5
U617,B233,4
U430,B233,4
U832,B233,5
U345,B233,4
U840,B233,5
U805,B233,4
U363,B233,2
U841,B233,2
U219,B233,3
U271,B233,5
U842,B233,4
U843,B233,4
U312,B233,1
U844,B233,5
U419,B233,4
U799,B233,2
U404,B233,2
U845,B233,4
U373,B233,5
U846,B233,2
U177,B233,4
U847,B233,3
U329,B233,4
U639,B233,5
U395,B233,3
U245,B233,2
U456,B233,5
U848,B233,5
U470,B233,4
U494,B233,3
U478,B233,3
U849,B233,2
U850,B233,5
U366,B233,4
U851,B233,4
U852,B233,3
U226,B233,4
U342,B233,5
U714,B233,5
U853,B233,5
U854,B233,5
U661,B233,4
U162,B233,3
U636,B233,4
U411,B233,4
U372,B233,4
U855,B233,4
U856,B233,4
U594,B233,5
U857,B233,2
U858,B233,5
U657,B233,5
U859,B233,3
U285,B233,2
U256,B233,5
U240,B233,4
U625,B233,4
U724,B233,4
U568,B233,5
U860,B233,4
U605,B233,4
U346,B233,4
U803,B233,3
U182,B233,4
U861,B233,3
U383,B233,3
U862,B233,4
U863,B233,3
U310,B233,5
U253,B233,4
U864,B233,5
U603,B233,3
U865,B233,4
U866,B233,3
U866,B233,4
U560,B233,5
U597,B233,4
U284,B233,5
U347,B234,4
U231,B234,4
U317,B234,5
U205,B234,5
U253,B234,4
U867,B234,4
U867,B234,4
U570,B234,4
U603,B234,3
U247,B234,3
U487,B234,3
U862,B234,5
U261,B234,3
U158,B235,1
U389,B235,4
U834,B235,5
U389,B235,5
U171,B235,5
U868,B235,4
U724,B235,5
U372,B235,5
U283,B235,2
U478,B235,4
U487,B235,5
U309,B236,2
U162,B236,3
U366,B236,4
U376,B236,4
U376,B236,4
U869,B237,4
U430,B237,3
U807,B237,4
U829,B237,1
U198,B238,2
U631,B238,2
U353,B239,4
U259,B239,5
U450,B239,5
U259,B239,5
U832,B239,5
U470,B239,4
U261,B239,4
U516,B239,5
U219,B239,3
U167,B239,4
U372,B239,3
U206,B240,4
U466,B240,4
U834,B240,5
U64,B240,4
U542,B240,5
U870,B240,4
U474,B240,3
U161,B240,4
U275,B240,4
U161,B240,3
U226,B240,4
U436,B240,5
U410,B240,3
U480,B240,3
U461,B240,5
U159,B241,5
U159,B241,5
U222,B241,2
U228,B241,4
U259,B242,4
U580,B242,5
U474,B242,5
U261,B242,2
U824,B242,5
U382,B242,5
U871,B242,4
U872,B242,4
U251,B243,3
U714,B244,5
U544,B244,4
U262,B244,4
U616,B245,5
U372,B245,5
U873,B246,4
U215,B247,4
U746,B247,5
U205,B247,4
U634,B248,3
U616,B248,3
U850,B248,4
U261,B248,3
U574,B248,1
U874,B248,4
U875,B248,2
U574,B248,5
U166,B250,4
U166,B250,4
U739,B250,2
U634,B250,4
U220,B251,3
U251,B251,4
U163,B251,3
U251,B251,4
U467,B251,5
U261,B251,4
U339,B251,3
U475,B251,4
U756,B251,4
U367,B251,5
U248,B251,5
U198,B252,4
U251,B252,5
U876,B252,5
U159,B252,5
U163,B252,1
U163,B252,1
U259,B252,4
U877,B252,4
U205,B252,4
U878,B252,3
U261,B252,3
U475,B252,3
U402,B252,4
U463,B252,1
U221,B252,4
U402,B252,1
U393,B252,2
U176,B252,1
U171,B252,1
U851,B252,4
U353,B252,4
U851,B252,4
U700,B252,4
U646,B252,4
U247,B252,3
U408,B252,4
U532,B252,3
U177,B252,4
U612,B252,3
U537,B252,5
U879,B252,3
U240,B252,3
U260,B252,4
U689,B252,1
U603,B252,2
U248,B252,4
U285,B252,3
U625,B252,4
U880,B252,2
U537,B252,5
U318,B252,5
U262,B252,4
U782,B252,4
U198,B253,3
U159,B253,3
U881,B253,4
U261,B253,4
U882,B253,4
U603,B253,3
U251,B254,2
U198,B254,3
U205,B254,4
U163,B254,3
U883,B256,3
U236,B256,4
U884,B256,4
U472,B256,4
U472,B256,5
U472,B256,4
U617,B256,4
U885,B256,4
U498,B256,3
U772,B257,4
U303,B257,1
U208,B257,3
U886,B257,4
U302,B257,4
U885,B257,4
U165,B257,3
U182,B257,4
U203,B258,4
U869,B258,4
U303,B258,3
U352,B259,3
U267,B259,3
U877,B259,3
U165,B259,3
U887,B259,2
U641,B259,3
U888,B259,4
U218,B259,2
U871,B259,4
U889,B259,1
U889,B259,1
U728,B259,2
U234,B259,5
U235,B259,2
U594,B259,1
U176,B259,3
U890,B259,4
U537,B259,3
U891,B259,3
U182,B259,2
U890,B259,1
U203,B260,4
U888,B260,5
U165,B260,3
U261,B260,3
U170,B260,5
U851,B260,4
U892,B260,4
U234,B260,5
U236,B260,4
U851,B260,4
U241,B260,2
U892,B260,5
U865,B260,4
U893,B260,4
U161,B261,3
U796,B261,1
U272,B261,1
U869,B262,3
U894,B262,2
U203,B262,3
U292,B262,1
U895,B262,4
U888,B262,2
U896,B262,3
U171,B262,2
U401,B262,3
U272,B262,5
U420,B262,4
U793,B262,3
U897,B262,4
U898,B262,1
U899,B262,5
U900,B262,4
U901,B262,3
U900,B262,1
U902,B262,2
U261,B262,3
U897,B262,2
U903,B262,5
U874,B262,5
U904,B262,4
U905,B262,3
U567,B262,2
U905,B262,5
U905,B262,4
U906,B262,3
U905,B262,4
U556,B262,5
U656,B263,2
U907,B263,2
U885,B263,4
U429,B263,3
U908,B263,4
U909,B263,4
U267,B263,4
U316,B263,3
U205,B263,4
U910,B263,4
U430,B263,4
U355,B263,4
U165,B263,4
U894,B263,3
U267,B263,5
U911,B263,5
U522,B263,5
U636,B263,5
U601,B263,4
U670,B263,2
U455,B263,3
U455,B263,4
U447,B263,5
U363,B263,2
U634,B263,3
U887,B263,3
U912,B263,4
U210,B263,4
U357,B263,3
U630,B263,4
U161,B263,4
U398,B263,5
U211,B263,4
U913,B263,4
U235,B263,4
U440,B263,3
U170,B263,3
U488,B263,4
U455,B263,5
U914,B263,5
U304,B263,3
U275,B263,4
U236,B263,4
U915,B263,5
U756,B263,4
U916,B263,4
U404,B263,4
U330,B263,4
U880,B263,5
U851,B263,2
U914,B263,5
U657,B263,4
U657,B263,5
U917,B263,5
U420,B263,5
U893,B263,3
U341,B263,4
U379,B263,5
U857,B263,4
U234,B263,4
U865,B263,4
U918,B263,4
U919,B263,3
U898,B263,4
U498,B263,5
U855,B263,5
U920,B263,3
U921,B263,3
U253,B263,3
U922,B263,5
U619,B263,3
U247,B263,4
U860,B263,4
U747,B263,4
U923,B263,4
U541,B263,4
U599,B263,3
U744,B263,3
U507,B263,5
U923,B263,3
U890,B263,4
U230,B263,4
U383,B263,3
U904,B263,1
U924,B263,5
U254,B263,5
U921,B263,4
U925,B263,4
U926,B263,5
U540,B263,4
U483,B263,5
U927,B263,2
U861,B263,4
U248,B263,5
U889,B263,4
U610,B263,4
U928,B263,5
U917,B263,5
U620,B263,4
U890,B264,2
U463,B265,1
U886,B265,3
U929,B265,3
U425,B265,3
U516,B265,4
U170,B265,2
U528,B265,4
U200,B265,4
U930,B265,4
U914,B265,4
U931,B265,4
U851,B265,3
U240,B265,4
U747,B265,4
U272,B265,4
U932,B265,4
U690,B265,3
U890,B265,4
U928,B265,3
U303,B266,2
U170,B266,4
U343,B266,5
U933,B266,4
U420,B266,4
U934,B266,4
U234,B266,5
U935,B266,5
U376,B266,5
U893,B266,4
U890,B266,2
U936,B266,5
U891,B266,3
U885,B267,4
U869,B268,3
U937,B268,5
U930,B268,5
U887,B268,3
U488,B268,4
U170,B268,3
U796,B268,2
U938,B268,2
U451,B269,2
U935,B269,3
U939,B269,4
U577,B270,4
U302,B270,3
U170,B270,4
U655,B270,3
U624,B270,4
U874,B270,3
U480,B270,4
U613,B270,3
U523,B271,4
U490,B271,4
U418,B271,4
U699,B271,3
U673,B271,2
U825,B271,4
U764,B272,5
U169,B272,4
U940,B272,4
U825,B272,4
U545,B272,2
U828,B272,3
U167,B273,3
U347,B273,3
U530,B273,4
U941,B273,4
U530,B273,4
U942,B273,4
U331,B273,3
U943,B273,5
U663,B273,2
U943,B273,5
U538,B273,3
U541,B274,5
U327,B274,5
U525,B274,3
U743,B274,4
U944,B274,4
U945,B274,4
U410,B274,4
U827,B274,3
U704,B274,4
U946,B274,4
U348,B274,5
U236,B274,4
U862,B275,4
U412,B276,2
U307,B276,3
U518,B276,3
U947,B276,4
U680,B276,1
U948,B276,5
U838,B276,4
U831,B276,4
U541,B276,3
U489,B276,4
U949,B276,3
U950,B276,4
U951,B276,5
U952,B276,4
U953,B276,5
U948,B276,4
U952,B276,3
U589,B276,5
U954,B276,4
U534,B276,5
U245,B276,2
U838,B276,5
U682,B276,3
U502,B276,4
U955,B276,4
U954,B276,4
U600,B276,4
U956,B276,3
U916,B276,4
U243,B276,5
U495,B276,4
U957,B276,4
U958,B276,1
U959,B276,5
U960,B276,5
U936,B276,4
U961,B277,4
U962,B277,4
U247,B277,3
U908,B277,3
U940,B277,4
U963,B277,2
U919,B277,4
U221,B277,2
U425,B279,3
U251,B279,3
U316,B279,4
U948,B279,4
U316,B279,4
U948,B279,4
U475,B279,2
U258,B279,4
U327,B280,3
U238,B280,4
U863,B280,4
U964,B280,5
U962,B280,5
U794,B280,3
U258,B280,4
U200,B281,4
U907,B281,3
U451,B281,4
U450,B281,4
U268,B281,4
U261,B281,4
U965,B281,5
U965,B281,5
U247,B281,5
U247,B281,5
U327,B281,4
U966,B281,3
U817,B281,4
U967,B281,4
U542,B281,5
U968,B281,3
U525,B281,2
U343,B281,3
U969,B281,5
U970,B281,3
U916,B281,3
U416,B281,5
U591,B281,2
U802,B281,5
U863,B281,3
U907,B282,3
U907,B282,3
U886,B282,4
U971,B282,4
U971,B282,4
U302,B282,2
U398,B282,2
U247,B282,2
U541,B282,4
U965,B282,4
U957,B282,3
U327,B282,3
U963,B282,4
U900,B282,2
U882,B282,1
U963,B282,5
U874,B282,5
U900,B282,2
U972,B282,5
U594,B282,5
U969,B282,4
U461,B282,2
U973,B283,3
U398,B283,3
U974,B283,2
U398,B283,4
U498,B283,3
U541,B283,3
U555,B284,1
U616,B284,2
U631,B284,2
U975,B285,5
U976,B285,2
U273,B285,4
U273,B286,4
U972,B286,3
U977,B286,2
U977,B286,2
U687,B286,3
U915,B287,1
U978,B287,5
U979,B287,5
U830,B288,3
U876,B288,2
U974,B288,1
U617,B289,5
U525,B289,3
U346,B289,3
U980,B289,5
U981,B289,5
U950,B289,5
U982,B289,4
U205,B289,5
U541,B289,4
U934,B290,4
U983,B290,1
U978,B291,4
U905,B291,5
U877,B292,3
U984,B292,4
U977,B292,4
U985,B292,4
U172,B292,4
U303,B292,1
U556,B292,3
U909,B292,4
U254,B292,2
U986,B292,1
U401,B292,3
U987,B292,3
U559,B292,4
U725,B292,5
U899,B292,5
U988,B292,4
U857,B292,3
U989,B292,2
U852,B292,1
U990,B292,4
U991,B292,1
U992,B292,3
U874,B292,4
U968,B292,4
U863,B292,4
U680,B293,1
U877,B293,2
U208,B293,5
U633,B293,1
U985,B293,5
U993,B293,4
U994,B293,3
U254,B293,3
U504,B293,4
U906,B293,3
U995,B293,4
U447,B294,2
U173,B294,5
U996,B294,4
U981,B294,2
U867,B294,3
U985,B296,5
U997,B296,3
U743,B296,5
U883,B296,4
U654,B296,4
U254,B296,3
U559,B296,3
U998,B296,1
U999,B296,3
U566,B296,2
U441,B296,2
U1000,B296,4
U1001,B296,1
U504,B296,2
U258,B298,1
U934,B298,3
U1002,B299,5
U862,B299,5
U938,B299,4
U957,B299,4
U944,B300,4
U1003,B300,2
U350,B300,1
U552,B300,1
U376,B300,5
U1004,B300,3
U947,B301,4
U949,B301,4
U219,B301,5
U976,B301,3
U934,B301,5
U1005,B301,3
U794,B301,3
U959,B301,3
U1006,B301,5
U1007,B301,4
U247,B302,2
U173,B302,1
U863,B302,5
U939,B302,4
U665,B302,4
U258,B302,4
U667,B302,5
U876,B303,3
U1008,B303,4
U320,B303,2
U909,B303,4
U876,B303,2
U973,B303,3
U927,B303,5
U254,B303,3
U358,B304,4
U1009,B304,4
U398,B304,4
U667,B304,4
U874,B304,4
U1010,B304,4
U725,B306,4
U1011,B306,1
U1011,B306,1
U1012,B306,2
U1012,B306,2
U863,B306,3
U1011,B306,1
U552,B307,4
U977,B307,4
U1013,B307,4
U1014,B307,3
U1014,B307,3
U1014,B307,3
U1015,B307,1
U1016,B307,4
U254,B307,2
U323,B307,4
U990,B307,2
U987,B307,2
U863,B307,3
U976,B308,3
U1015,B308,1
U1014,B308,2
U115,B308,4
U1015,B308,1
U260,B308,4
U1017,B308,4
U260,B308,4
U863,B308,3
U1013,B309,1
U254,B309,4
U1000,B309,4
U254,B309,2
U979,B309,3
U1000,B309,5
U863,B309,1
U862,B310,3
U862,B310,1
U1018,B311,3
U837,B312,4
U608,B312,5
U1019,B312,1
U498,B312,4
U1020,B312,4
U971,B313,3
U937,B314,3
U1021,B314,1
U930,B314,3
U1020,B314,4
U449,B314,3
U1020,B315,5
U451,B316,2
U948,B316,4
U1005,B316,3
U449,B316,4
U1021,B316,3
U937,B317,4
U185,B317,4
U440,B319,3
U631,B320,3
U937,B321,3
U837,B321,4
U963,B321,3
U1020,B322,4
U1022,B322,4
U626,B323,4
U907,B323,5
U541,B323,3
U608,B323,3
U236,B323,4
U1023,B323,4
U415,B323,5
U916,B323,1
U1024,B323,4
U938,B323,4
U1025,B323,1
U395,B324,3
U850,B324,3
U972,B324,1
U695,B324,2
U306,B325,4
U261,B325,5
U944,B325,4
U202,B325,4
U465,B325,3
U626,B325,4
U1026,B325,5
U450,B325,2
U1027,B325,3
U634,B325,3
U358,B325,2
U617,B325,3
U696,B325,4
U516,B325,4
U662,B325,4
U1004,B325,2
U1028,B325,4
U850,B325,4
U928,B325,2
U1029,B325,1
U1030,B325,5
U1031,B325,4
U1028,B325,5
U600,B325,4
U641,B325,3
U921,B325,4
U713,B325,4
U928,B325,1
U964,B325,2
U1032,B325,5
U306,B326,3
U772,B326,3
U1033,B326,3
U261,B326,4
U163,B326,3
U645,B326,3
U1029,B326,2
U656,B326,3
U1034,B326,3
U641,B326,5
U601,B326,4
U601,B326,2
U888,B326,3
U1035,B326,2
U343,B326,4
U894,B326,4
U632,B326,2
U728,B326,4
U1036,B326,4
U1023,B326,5
U1023,B326,5
U1023,B326,5
U850,B326,4
U415,B326,4
U236,B326,3
U213,B326,4
U205,B326,5
U696,B326,2
U897,B326,4
U401,B326,3
U1037,B326,5
U572,B326,4
U900,B326,1
U919,B326,4
U919,B326,2
U1038,B326,3
U341,B326,4
U1039,B326,3
U240,B326,3
U969,B326,4
U278,B326,5
U316,B326,4
U1040,B326,4
U690,B326,4
U1041,B326,4
U1041,B326,4
U182,B326,3
U1042,B326,4
U567,B326,4
U449,B326,5
U891,B326,4
U916,B326,4
U680,B326,2
U1043,B326,2
U1032,B326,5
U691,B326,5
U932,B326,2
U1025,B326,3
U568,B326,5
U176,B326,3
U575,B327,5
U907,B327,1
U680,B327,5
U976,B327,1
U236,B327,4
U240,B327,2
U658,B327,1
U919,B327,3
U934,B327,4
U1043,B327,1
U631,B328,3
U525,B328,4
U952,B328,1
U952,B328,1
U938,B329,1
U641,B330,5
U973,B330,5
U1044,B330,3
U395,B330,4
U395,B330,4
U849,B330,5
U886,B330,4
U1045,B330,5
U536,B330,5
U938,B330,4
U1024,B330,4
U1043,B330,2
U626,B331,2
U626,B331,1
U1046,B331,4
U878,B331,5
U1047,B331,1
U1027,B331,3
U608,B331,4
U1024,B331,4
U608,B331,4
U1037,B331,5
U1048,B331,5
U1024,B331,4
U1024,B331,4
U1024,B331,3
U1037,B331,1
U518,B332,5
U1033,B332,4
U261,B332,4
U358,B332,4
U499,B332,4
U207,B332,3
U1034,B332,4
U838,B332,5
U230,B332,3
U718,B332,4
U634,B332,4
U1027,B332,5
U1049,B332,5
U235,B332,2
U283,B332,1
U236,B332,2
U60,B332,3
U455,B332,3
U280,B332,4
U985,B332,4
U532,B332,1
U880,B332,2
U1014,B332,3
U900,B332,5
U567,B332,4
U898,B332,4
U1024,B332,2
U897,B332,3
U919,B332,2
U1050,B332,4
U1051,B332,4
U253,B332,3
U1052,B332,4
U1053,B332,4
U383,B332,4
U383,B332,5
U483,B332,5
U370,B332,1
U747,B332,2
U891,B332,3
U1010,B332,5
U1010,B332,5
U383,B332,5
U1042,B332,4
U1054,B332,4
U669,B332,4
U451,B333,3
U1047,B333,3
U949,B333,3
U696,B333,4
U850,B333,4
U1055,B333,2
U175,B333,3
U708,B333,2
U516,B333,5
U528,B333,3
U1040,B333,3
U617,B333,4
U900,B333,4
U934,B333,4
U1030,B333,4
U1056,B333,5
U567,B333,5
U532,B333,3
U708,B333,4
U1057,B333,4
U1033,B334,2
U200,B334,3
U451,B334,4
U676,B334,4
U1058,B335,4
U907,B335,5
U412,B335,1
U680,B335,1
U1046,B335,2
U261,B335,1
U294,B335,2
U645,B335,4
U297,B335,2
U323,B335,3
U1058,B335,1
U1059,B335,2
U491,B335,2
U1027,B335,4
U838,B335,2
U950,B335,4
U1060,B335,2
U641,B335,5
U1061,B335,1
U350,B335,4
U1004,B335,1
U505,B335,2
U1004,B335,3
U541,B335,3
U525,B335,4
U492,B335,3
U924,B335,5
U641,B335,5
U952,B335,3
U205,B335,4
U900,B335,5
U226,B335,4
U232,B335,3
U589,B335,1
U182,B335,2
U1062,B335,3
U1063,B335,4
U959,B335,4
U658,B335,4
U600,B335,3
U1064,B335,4
U505,B335,3
U341,B335,4
U923,B335,3
U1017,B335,4
U667,B335,5
U955,B335,4
U856,B335,3
U375,B335,4
U1065,B335,5
U243,B335,5
U658,B335,1
U960,B335,4
U653,B335,3
U716,B335,1
U829,B335,2
U944,B336,4
U908,B336,5
U949,B336,4
U1066,B336,5
U395,B336,5
U516,B336,3
U1067,B336,5
U696,B336,5
U696,B336,5
U488,B336,2
U601,B336,5
U319,B336,2
U747,B336,4
U346,B336,3
U327,B336,5
U900,B336,2
U1017,B336,5
U1007,B336,4
U572,B336,5
U972,B336,3
U375,B336,5
U213,B336,1
U375,B336,3
U916,B336,3
U1068,B336,5
U1010,B336,4
U1007,B336,1
U425,B337,3
U235,B337,3
U1069,B337,4
U963,B337,4
U420,B337,2
U235,B337,2
U235,B337,3
U509,B337,5
U235,B337,4
U722,B337,4
U1030,B337,4
U1070,B337,4
U1071,B337,4
U662,B338,1
U708,B338,2
U708,B338,2
U235,B338,2
U447,B338,4
U541,B338,4
U379,B338,3
U567,B338,5
U894,B340,1
U540,B340,5
U886,B340,5
U299,B340,5
U267,B340,5
U299,B340,3
U299,B340,5
U165,B340,5
U303,B340,4
U425,B340,4
U182,B340,5
U359,B340,4
U1049,B340,5
U235,B340,3
U973,B340,3
U420,B340,3
U236,B340,4
U608,B340,5
U657,B340,3
U234,B340,4
U1072,B340,3
U1073,B340,4
U892,B340,4
U1023,B340,3
U890,B340,2
U420,B341,4
U328,B341,2
U626,B342,2
U835,B343,4
U869,B344,1
U876,B344,5
U971,B344,1
U261,B344,5
U320,B344,4
U298,B344,2
U886,B344,2
U626,B344,2
U1074,B344,4
U430,B344,4
U713,B344,3
U499,B344,3
U973,B344,4
U740,B344,5
U1075,B344,3
U247,B344,4
U170,B344,2
U740,B344,4
U965,B344,3
U973,B344,5
U911,B344,4
U236,B344,4
U447,B344,3
U514,B344,4
U1024,B344,4
U987,B344,3
U756,B344,4
U235,B344,3
U776,B344,4
U851,B344,4
U776,B344,4
U897,B344,4
U857,B344,5
U963,B344,2
U531,B344,4
U1076,B344,4
U897,B344,4
U897,B344,5
U1077,B344,5
U746,B344,2
U666,B344,5
U92,B344,4
U594,B344,3
U626,B344,4
U499,B344,4
U192,B344,3
U183,B344,4
U599,B344,4
U333,B344,1
U1078,B344,2
U461,B344,5
U891,B344,5
U358,B346,4
U894,B346,4
U876,B346,1
U1079,B346,4
U588,B346,4
U601,B346,2
U303,B346,4
U927,B346,3
U739,B346,4
U895,B346,5
U165,B346,4
U578,B346,3
U1080,B346,3
U359,B346,4
U973,B346,5
U165,B346,4
U971,B346,3
U158,B346,3
U973,B346,4
U376,B346,3
U401,B346,3
U182,B346,3
U1081,B346,4
U728,B346,4
U739,B346,3
U1082,B346,4
U817,B346,3
U1030,B346,4
U1083,B346,3
U161,B346,4
U1030,B346,5
U1072,B346,5
U897,B346,5
U1084,B346,5
U715,B346,4
U897,B346,2
U252,B346,3
U1073,B346,4
U1085,B346,5
U1039,B346,5
U914,B346,5
U1086,B346,4
U252,B346,4
U931,B346,5
U507,B346,4
U1087,B346,4
U992,B346,2
U1057,B346,2
U341,B346,4
U305,B346,4
U696,B346,3
U176,B346,4
U1086,B346,3
U890,B346,1
U1032,B346,5
U248,B346,3
U1046,B347,2
U261,B347,1
U645,B347,1
U676,B347,4
U425,B347,5
U540,B347,5
U394,B347,4
U894,B347,4
U172,B347,4
U261,B347,3
U395,B347,1
U973,B347,3
U1069,B347,3
U235,B347,4
U225,B347,4
U1088,B347,2
U528,B347,3
U934,B347,3
U177,B347,3
U1057,B347,4
U856,B347,3
U502,B347,3
U1039,B347,4
U890,B347,3
U1041,B347,1
U341,B347,3
U1042,B347,2
U310,B348,5
U894,B348,5
U869,B348,4
U352,B348,4
U324,B348,5
U886,B348,2
U835,B348,4
U1080,B348,4
U973,B348,4
U890,B348,2
U235,B348,4
U440,B348,4
U235,B348,4
U343,B348,2
U1019,B348,5
U865,B348,4
U897,B348,4
U240,B348,3
U1039,B348,5
U1089,B348,4
U1054,B348,1
U383,B349,3
U383,B349,3
U235,B349,2
U704,B349,1
U306,B350,4
U601,B350,1
U1090,B350,1
U888,B350,2
U302,B350,4
